episode,reward,win,wrong_guesses,repeated_guesses,episode_length
47287,80,1,2,0,7
47288,120,1,0,0,10
47289,105,1,0,0,9
47290,90,1,2,0,7
47291,125,1,0,0,10
47292,115,1,0,0,11
47293,110,1,0,0,9
47294,90,1,1,0,7
47295,110,1,1,0,12
47296,85,1,1,0,8
47297,100,1,1,0,9
47298,90,1,2,0,8
47299,95,1,2,0,12
47300,80,1,2,0,10
47301,100,1,1,0,12
47302,120,1,0,0,10
47303,85,1,1,0,9
47304,80,1,3,0,10
47305,85,1,1,0,8
47306,95,1,1,0,10
47307,125,1,0,0,11
47308,70,1,3,0,8
47309,85,1,1,0,7
47310,90,1,1,0,7
47311,115,1,1,0,9
47312,100,1,1,0,8
47313,50,1,5,0,10
47314,80,1,0,0,5
47315,85,1,3,0,12
47316,80,1,0,0,6
47317,85,1,2,0,8
47318,85,1,1,0,9
47319,90,1,1,0,9
47320,80,1,2,0,9
47321,70,1,2,0,8
47322,45,1,5,0,9
47323,60,1,3,0,7
47324,-40,0,6,0,9
47325,80,1,3,0,11
47326,85,1,3,0,11
47327,55,1,4,0,8
47328,115,1,0,0,8
47329,100,1,0,0,9
47330,70,1,4,0,11
47331,-55,0,6,0,7
47332,55,1,3,0,6
47333,90,1,3,0,11
47334,50,1,5,0,9
47335,65,1,2,0,7
47336,-40,0,6,0,10
47337,80,1,5,0,14
47338,90,1,2,0,8
47339,110,1,1,0,8
47340,100,1,1,0,8
47341,80,1,1,0,7
47342,65,1,4,0,10
47343,95,1,2,0,11
47344,115,1,1,0,9
47345,110,1,1,0,10
47346,110,1,0,0,9
47347,65,1,2,0,6
47348,90,1,1,0,8
47349,65,1,4,0,8
47350,65,1,4,0,10
47351,-45,0,6,0,9
47352,-40,0,6,0,10
47353,95,1,1,0,8
47354,95,1,1,0,11
47355,65,1,4,0,11
47356,-55,0,6,0,7
47357,75,1,2,0,8
47358,130,1,0,0,11
47359,95,1,2,0,11
47360,105,1,0,0,10
47361,-60,0,6,0,6
47362,130,1,0,0,10
47363,65,1,4,0,9
47364,80,1,2,0,9
47365,-45,0,6,0,9
47366,135,1,0,0,11
47367,85,1,1,0,8
47368,70,1,3,0,9
47369,85,1,1,0,7
47370,110,1,0,0,10
47371,85,1,3,0,12
47372,90,1,2,0,9
47373,80,1,2,0,8
47374,80,1,4,0,14
47375,115,1,0,0,10
47376,90,1,2,0,10
47377,85,1,0,0,6
47378,90,1,2,0,10
47379,80,1,2,0,9
47380,115,1,0,0,9
47381,90,1,1,0,10
47382,65,1,3,0,6
47383,115,1,2,0,10
47384,85,1,1,0,8
47385,-50,0,6,0,8
47386,-45,0,6,0,8
47387,90,1,1,0,7
47388,75,1,3,0,10
47389,90,1,3,0,11
47390,90,1,1,0,7
47391,60,1,1,0,4
47392,75,1,1,0,7
47393,90,1,1,0,8
47394,110,1,0,0,10
47395,120,1,0,0,11
47396,110,1,1,0,12
47397,105,1,0,0,8
47398,90,1,1,0,8
47399,125,1,0,0,13
47400,100,1,0,0,7
47401,125,1,0,0,9
47402,95,1,0,0,7
47403,85,1,1,0,7
47404,80,1,2,0,8
47405,90,1,3,0,10
47406,80,1,3,0,9
47407,115,1,1,0,11
47408,70,1,4,0,9
47409,130,1,0,0,11
47410,125,1,0,0,11
47411,105,1,1,0,9
47412,50,1,5,0,9
47413,90,1,2,0,9
47414,115,1,0,0,9
47415,70,1,4,0,12
47416,80,1,2,0,9
47417,100,1,2,0,12
47418,110,1,0,0,9
47419,150,1,0,0,12
47420,80,1,2,0,8
47421,85,1,1,0,7
47422,60,1,4,0,10
47423,95,1,2,0,12
47424,125,1,0,0,10
47425,75,1,5,0,13
47426,95,1,3,0,11
47427,115,1,0,0,9
47428,80,1,4,0,12
47429,85,1,2,0,9
47430,90,1,2,0,11
47431,60,1,3,0,7
47432,95,1,1,0,10
47433,70,1,3,0,10
47434,75,1,2,0,9
47435,110,1,0,0,8
47436,85,1,2,0,9
47437,105,1,1,0,11
47438,70,1,3,0,9
47439,130,1,0,0,10
47440,100,1,1,0,10
47441,100,1,2,0,12
47442,90,1,3,0,11
47443,75,1,3,0,10
47444,80,1,1,0,7
47445,90,1,0,0,6
47446,-30,0,6,0,11
47447,70,1,3,0,9
47448,115,1,0,0,11
47449,90,1,4,0,15
47450,55,1,4,0,6
47451,60,1,1,0,4
47452,105,1,1,0,10
47453,115,1,1,0,12
47454,95,1,0,0,9
47455,75,1,3,0,9
47456,80,1,2,0,8
47457,120,1,0,0,12
47458,100,1,2,0,9
47459,80,1,2,0,7
47460,85,1,1,0,8
47461,85,1,1,0,8
47462,95,1,0,0,7
47463,75,1,3,0,8
47464,80,1,2,0,9
47465,70,1,3,0,9
47466,85,1,3,0,10
47467,90,1,2,0,10
47468,85,1,4,0,13
47469,95,1,1,0,9
47470,95,1,0,0,6
47471,100,1,1,0,7
47472,105,1,0,0,9
47473,125,1,0,0,11
47474,90,1,1,0,10
47475,65,1,4,0,10
47476,65,1,3,0,9
47477,110,1,0,0,9
47478,100,1,0,0,6
47479,75,1,2,0,8
47480,-55,0,6,0,7
47481,-50,0,6,0,8
47482,105,1,0,0,6
47483,125,1,0,0,11
47484,70,1,3,0,10
47485,100,1,0,0,6
47486,80,1,2,0,9
47487,105,1,1,0,10
47488,120,1,0,0,12
47489,125,1,0,0,12
47490,100,1,0,0,8
47491,120,1,0,0,11
47492,85,1,1,0,9
47493,95,1,0,0,8
47494,95,1,1,0,10
47495,95,1,1,0,11
47496,75,1,2,0,6
47497,130,1,0,0,11
47498,55,1,5,0,10
47499,90,1,3,0,11
47500,-45,0,6,0,9
47501,105,1,0,0,7
47502,80,1,3,0,10
47503,75,1,3,0,10
47504,120,1,0,0,11
47505,95,1,0,0,8
47506,105,1,0,0,8
47507,105,1,1,0,10
47508,115,1,0,0,9
47509,70,1,2,0,8
47510,120,1,0,0,9
47511,100,1,1,0,11
47512,80,1,1,0,7
47513,80,1,2,0,9
47514,80,1,2,0,10
47515,-45,0,6,0,8
47516,115,1,1,0,12
47517,60,1,2,0,5
47518,80,1,2,0,9
47519,135,1,0,0,12
47520,135,1,0,0,10
47521,65,1,3,0,8
47522,110,1,1,0,11
47523,130,1,0,0,10
47524,70,1,4,0,11
47525,100,1,1,0,10
47526,125,1,0,0,9
47527,115,1,0,0,9
47528,110,1,0,0,11
47529,55,1,3,0,7
47530,85,1,4,0,11
47531,80,1,1,0,7
47532,70,1,3,0,10
47533,100,1,0,0,8
47534,110,1,0,0,10
47535,75,1,4,0,11
47536,115,1,0,0,10
47537,145,1,0,0,11
47538,60,1,5,0,10
47539,100,1,0,0,8
47540,100,1,1,0,7
47541,95,1,0,0,8
47542,120,1,0,0,12
47543,95,1,1,0,10
47544,105,1,2,0,10
47545,65,1,3,0,8
47546,-50,0,6,0,8
47547,100,1,0,0,6
47548,90,1,0,0,8
47549,95,1,2,0,10
47550,100,1,0,0,8
47551,90,1,2,0,9
47552,95,1,0,0,6
47553,110,1,1,0,11
47554,100,1,0,0,8
47555,105,1,0,0,8
47556,100,1,1,0,10
47557,60,1,5,0,11
47558,110,1,2,0,12
47559,80,1,1,0,8
47560,70,1,1,0,6
47561,-45,0,6,0,9
47562,125,1,1,0,13
47563,60,1,4,0,10
47564,75,1,3,0,10
47565,90,1,1,0,8
47566,145,1,0,0,11
47567,95,1,2,0,10
47568,-45,0,6,0,9
47569,85,1,3,0,11
47570,-55,0,6,0,7
47571,95,1,1,0,8
47572,-55,0,6,0,7
47573,75,1,2,0,7
47574,75,1,2,0,8
47575,-55,0,6,0,7
47576,105,1,2,0,11
47577,125,1,1,0,13
47578,110,1,0,0,8
47579,80,1,2,0,9
47580,85,1,1,0,8
47581,100,1,1,0,8
47582,75,1,2,0,8
47583,110,1,1,0,10
47584,115,1,0,0,11
47585,100,1,1,0,8
47586,60,1,5,0,11
47587,80,1,4,0,13
47588,75,1,3,0,9
47589,100,1,0,0,8
47590,80,1,3,0,12
47591,65,1,4,0,9
47592,100,1,0,0,10
47593,85,1,2,0,10
47594,85,1,2,0,9
47595,100,1,1,0,7
47596,65,1,3,0,9
47597,110,1,1,0,13
47598,120,1,0,0,10
47599,70,1,5,0,10
47600,110,1,0,0,10
47601,85,1,2,0,9
47602,-55,0,6,0,7
47603,80,1,2,0,9
47604,65,1,2,0,7
47605,80,1,3,0,9
47606,125,1,1,0,14
47607,100,1,1,0,10
47608,80,1,4,0,13
47609,105,1,0,0,9
47610,60,1,5,0,10
47611,60,1,1,0,4
47612,105,1,0,0,8
47613,65,1,4,0,10
47614,60,1,4,0,9
47615,100,1,1,0,10
47616,115,1,1,0,12
47617,60,1,5,0,10
47618,105,1,1,0,9
47619,100,1,1,0,10
47620,80,1,3,0,12
47621,105,1,2,0,12
47622,115,1,0,0,11
47623,85,1,2,0,9
47624,95,1,1,0,8
47625,100,1,0,0,5
47626,-55,0,6,0,7
47627,55,1,4,0,8
47628,105,1,1,0,10
47629,125,1,0,0,11
47630,90,1,3,0,10
47631,-55,0,6,0,7
47632,95,1,1,0,9
47633,115,1,0,0,9
47634,70,1,3,0,9
47635,100,1,0,0,7
47636,90,1,1,0,8
47637,110,1,0,0,9
47638,60,1,3,0,8
47639,100,1,0,0,9
47640,95,1,1,0,9
47641,80,1,3,0,10
47642,85,1,2,0,9
47643,110,1,1,0,10
47644,105,1,1,0,9
47645,100,1,1,0,9
47646,120,1,0,0,8
47647,70,1,2,0,7
47648,70,1,3,0,9
47649,90,1,1,0,8
47650,-60,0,6,0,6
47651,80,1,2,0,8
47652,95,1,0,0,8
47653,110,1,0,0,9
47654,90,1,1,0,9
47655,100,1,0,0,8
47656,90,1,3,0,10
47657,70,1,4,0,12
47658,120,1,0,0,10
47659,75,1,1,0,6
47660,80,1,1,0,6
47661,120,1,0,0,10
47662,100,1,0,0,10
47663,85,1,2,0,10
47664,125,1,1,0,11
47665,125,1,0,0,9
47666,105,1,0,0,9
47667,115,1,0,0,10
47668,110,1,0,0,9
47669,-50,0,6,0,8
47670,110,1,0,0,10
47671,40,1,5,0,8
47672,90,1,2,0,10
47673,125,1,0,0,12
47674,100,1,0,0,8
47675,135,1,0,0,12
47676,85,1,1,0,7
47677,95,1,0,0,7
47678,65,1,2,0,7
47679,-45,0,6,0,9
47680,95,1,0,0,6
47681,70,1,5,0,14
47682,100,1,1,0,11
47683,95,1,2,0,12
47684,75,1,3,0,10
47685,90,1,3,0,13
47686,80,1,2,0,8
47687,100,1,1,0,10
47688,85,1,1,0,9
47689,100,1,1,0,10
47690,120,1,0,0,8
47691,120,1,0,0,10
47692,130,1,1,0,11
47693,100,1,1,0,10
47694,95,1,1,0,8
47695,70,1,2,0,8
47696,110,1,0,0,8
47697,95,1,1,0,10
47698,85,1,2,0,9
47699,120,1,1,0,11
47700,90,1,2,0,11
47701,85,1,1,0,8
47702,-45,0,6,0,9
47703,65,1,5,0,12
47704,100,1,2,0,10
47705,85,1,1,0,8
47706,90,1,2,0,8
47707,115,1,0,0,7
47708,95,1,0,0,8
47709,65,1,2,0,6
47710,-40,0,6,0,10
47711,75,1,2,0,8
47712,115,1,0,0,12
47713,105,1,0,0,10
47714,85,1,2,0,8
47715,-40,0,6,0,10
47716,130,1,0,0,9
47717,110,1,1,0,11
47718,70,1,3,0,9
47719,90,1,2,0,10
47720,115,1,0,0,8
47721,80,1,1,0,7
47722,90,1,2,0,10
47723,70,1,3,0,8
47724,-55,0,6,0,7
47725,95,1,2,0,10
47726,-30,0,6,0,11
47727,110,1,0,0,8
47728,100,1,0,0,7
47729,65,1,2,0,7
47730,85,1,2,0,10
47731,85,1,3,0,10
47732,105,1,0,0,7
47733,65,1,3,0,9
47734,100,1,1,0,11
47735,90,1,1,0,8
47736,135,1,0,0,13
47737,105,1,0,0,11
47738,-55,0,6,0,7
47739,110,1,0,0,10
47740,95,1,0,0,7
47741,70,1,2,0,8
47742,100,1,1,0,11
47743,105,1,0,0,8
47744,130,1,0,0,12
47745,100,1,0,0,9
47746,80,1,2,0,8
47747,-45,0,6,0,9
47748,95,1,1,0,9
47749,70,1,5,0,13
47750,110,1,0,0,9
47751,70,1,4,0,10
47752,120,1,1,0,13
47753,110,1,0,0,11
47754,-40,0,6,0,10
47755,75,1,1,0,6
47756,90,1,2,0,11
47757,-30,0,6,0,11
47758,70,1,4,0,11
47759,130,1,0,0,9
47760,115,1,0,0,8
47761,80,1,2,0,7
47762,65,1,3,0,9
47763,60,1,5,0,11
47764,-50,0,6,0,8
47765,130,1,0,0,9
47766,75,1,4,0,12
47767,105,1,0,0,10
47768,80,1,3,0,10
47769,140,1,0,0,11
47770,65,1,5,0,11
47771,-50,0,6,0,8
47772,100,1,0,0,6
47773,120,1,0,0,9
47774,70,1,4,0,11
47775,85,1,2,0,9
47776,105,1,0,0,10
47777,105,1,0,0,9
47778,90,1,1,0,9
47779,95,1,0,0,8
47780,105,1,1,0,9
47781,110,1,0,0,5
47782,110,1,0,0,8
47783,60,1,5,0,12
47784,105,1,0,0,8
47785,105,1,1,0,10
47786,60,1,5,0,10
47787,110,1,0,0,8
47788,80,1,1,0,6
47789,130,1,0,0,13
47790,95,1,0,0,7
47791,90,1,3,0,12
47792,75,1,3,0,11
47793,140,1,0,0,11
47794,85,1,2,0,9
47795,110,1,0,0,11
47796,90,1,2,0,9
47797,100,1,0,0,7
47798,90,1,1,0,9
47799,105,1,0,0,9
47800,100,1,1,0,9
47801,100,1,0,0,8
47802,70,1,2,0,8
47803,60,1,3,0,8
47804,95,1,2,0,11
47805,75,1,2,0,9
47806,95,1,1,0,10
47807,95,1,2,0,9
47808,55,1,5,0,11
47809,95,1,2,0,10
47810,115,1,0,0,11
47811,70,1,2,0,6
47812,100,1,1,0,9
47813,95,1,1,0,11
47814,80,1,1,0,8
47815,100,1,4,0,14
47816,55,1,4,0,9
47817,55,1,5,0,10
47818,75,1,1,0,7
47819,70,1,3,0,8
47820,115,1,0,0,10
47821,90,1,2,0,11
47822,55,1,5,0,11
47823,-50,0,6,0,8
47824,80,1,3,0,10
47825,105,1,0,0,9
47826,90,1,2,0,12
47827,80,1,3,0,12
47828,110,1,1,0,11
47829,130,1,0,0,11
47830,90,1,0,0,8
47831,80,1,3,0,10
47832,65,1,5,0,13
47833,100,1,1,0,8
47834,85,1,3,0,10
47835,60,1,4,0,9
47836,60,1,4,0,10
47837,85,1,1,0,8
47838,90,1,2,0,10
47839,60,1,1,0,3
47840,-55,0,6,0,7
47841,-40,0,6,0,9
47842,90,1,2,0,11
47843,90,1,1,0,9
47844,100,1,0,0,9
47845,80,1,3,0,8
47846,120,1,0,0,11
47847,75,1,4,0,12
47848,50,1,5,0,10
47849,95,1,1,0,8
47850,100,1,1,0,9
47851,110,1,0,0,9
47852,125,1,0,0,10
47853,80,1,2,0,10
47854,100,1,2,0,11
47855,105,1,1,0,8
47856,95,1,1,0,9
47857,80,1,2,0,10
47858,100,1,1,0,10
47859,65,1,4,0,9
47860,80,1,0,0,5
47861,80,1,3,0,10
47862,130,1,0,0,10
47863,80,1,3,0,11
47864,130,1,0,0,12
47865,95,1,1,0,9
47866,80,1,3,0,11
47867,135,1,0,0,10
47868,70,1,2,0,7
47869,75,1,2,0,7
47870,60,1,5,0,11
47871,90,1,0,0,8
47872,75,1,1,0,6
47873,65,1,2,0,6
47874,-40,0,6,0,10
47875,105,1,1,0,9
47876,70,1,3,0,9
47877,65,1,3,0,9
47878,115,1,0,0,7
47879,85,1,0,0,5
47880,-50,0,6,0,8
47881,105,1,0,0,11
47882,60,1,4,0,10
47883,70,1,3,0,8
47884,120,1,0,0,9
47885,85,1,2,0,10
47886,-50,0,6,0,8
47887,85,1,2,0,9
47888,90,1,1,0,9
47889,115,1,0,0,8
47890,55,1,4,0,9
47891,110,1,0,0,9
47892,75,1,2,0,9
47893,75,1,4,0,12
47894,-55,0,6,0,7
47895,90,1,0,0,6
47896,90,1,1,0,7
47897,-50,0,6,0,8
47898,105,1,0,0,8
47899,110,1,1,0,10
47900,-45,0,6,0,9
47901,-55,0,6,0,7
47902,70,1,4,0,11
47903,85,1,2,0,10
47904,85,1,1,0,8
47905,115,1,1,0,12
47906,70,1,3,0,9
47907,80,1,4,0,14
47908,105,1,0,0,7
47909,85,1,1,0,8
47910,105,1,0,0,9
47911,80,1,3,0,10
47912,105,1,1,0,11
47913,65,1,4,0,11
47914,70,1,4,0,10
47915,95,1,1,0,7
47916,90,1,2,0,11
47917,55,1,5,0,11
47918,65,1,3,0,9
47919,70,1,3,0,8
47920,95,1,1,0,9
47921,90,1,2,0,10
47922,115,1,0,0,9
47923,115,1,1,0,9
47924,-50,0,6,0,8
47925,110,1,0,0,9
47926,90,1,1,0,7
47927,-50,0,6,0,8
47928,85,1,1,0,7
47929,80,1,3,0,10
47930,70,1,4,0,11
47931,-45,0,6,0,9
47932,80,1,1,0,5
47933,85,1,3,0,10
47934,80,1,4,0,12
47935,90,1,2,0,10
47936,80,1,2,0,9
47937,75,1,3,0,10
47938,85,1,2,0,10
47939,100,1,1,0,11
47940,-35,0,6,0,11
47941,80,1,3,0,11
47942,75,1,4,0,11
47943,60,1,3,0,7
47944,85,1,2,0,11
47945,110,1,0,0,10
47946,-50,0,6,0,8
47947,65,1,5,0,12
47948,100,1,1,0,8
47949,70,1,3,0,10
47950,105,1,1,0,12
47951,65,1,4,0,11
47952,-45,0,6,0,9
47953,75,1,5,0,13
47954,75,1,3,0,9
47955,60,1,4,0,10
47956,110,1,0,0,9
47957,85,1,2,0,10
47958,-55,0,6,0,7
47959,80,1,2,0,8
47960,50,1,5,0,10
47961,100,1,2,0,11
47962,80,1,2,0,10
47963,85,1,3,0,10
47964,100,1,0,0,7
47965,130,1,0,0,11
47966,85,1,2,0,9
47967,80,1,1,0,7
47968,70,1,5,0,14
47969,75,1,3,0,11
47970,85,1,1,0,8
47971,70,1,5,0,11
47972,105,1,2,0,11
47973,75,1,5,0,12
47974,100,1,0,0,7
47975,90,1,2,0,11
47976,115,1,0,0,11
47977,130,1,0,0,11
47978,115,1,1,0,11
47979,60,1,4,0,9
47980,70,1,3,0,8
47981,60,1,4,0,10
47982,70,1,4,0,11
47983,100,1,0,0,8
47984,105,1,1,0,11
47985,130,1,0,0,11
47986,100,1,1,0,11
47987,-50,0,6,0,8
47988,105,1,1,0,9
47989,70,1,5,0,14
47990,40,1,4,0,6
47991,65,1,3,0,9
47992,95,1,1,0,11
47993,105,1,0,0,8
47994,90,1,2,0,10
47995,100,1,1,0,11
47996,100,1,1,0,11
47997,100,1,2,0,11
47998,75,1,4,0,11
47999,135,1,1,0,14
48000,75,1,0,0,4
48001,-50,0,6,0,7
48002,110,1,1,0,9
48003,105,1,0,0,8
48004,95,1,0,0,8
48005,65,1,5,0,13
48006,105,1,0,0,7
48007,90,1,2,0,9
48008,90,1,3,0,13
48009,90,1,4,0,13
48010,95,1,0,0,8
48011,45,1,4,0,7
48012,60,1,5,0,11
48013,105,1,0,0,9
48014,100,1,1,0,10
48015,100,1,0,0,8
48016,60,1,5,0,12
48017,110,1,1,0,8
48018,80,1,1,0,8
48019,65,1,5,0,13
48020,105,1,0,0,10
48021,80,1,1,0,7
48022,-50,0,6,0,7
48023,105,1,2,0,13
48024,130,1,0,0,13
48025,-55,0,6,0,7
48026,90,1,2,0,11
48027,60,1,5,0,11
48028,90,1,1,0,8
48029,90,1,0,0,4
48030,-55,0,6,0,7
48031,45,1,5,0,9
48032,85,1,1,0,8
48033,95,1,1,0,9
48034,-55,0,6,0,7
48035,120,1,1,0,14
48036,85,1,0,0,7
48037,70,1,1,0,6
48038,100,1,0,0,7
48039,75,1,3,0,11
48040,120,1,0,0,9
48041,105,1,1,0,10
48042,110,1,1,0,11
48043,100,1,0,0,8
48044,-55,0,6,0,7
48045,70,1,3,0,8
48046,95,1,0,0,8
48047,75,1,3,0,8
48048,75,1,3,0,11
48049,125,1,0,0,13
48050,95,1,1,0,10
48051,90,1,1,0,9
48052,95,1,2,0,12
48053,130,1,0,0,12
48054,120,1,0,0,10
48055,125,1,0,0,11
48056,90,1,0,0,7
48057,85,1,3,0,12
48058,115,1,1,0,12
48059,100,1,1,0,10
48060,80,1,1,0,6
48061,115,1,0,0,9
48062,120,1,0,0,11
48063,85,1,3,0,9
48064,90,1,0,0,7
48065,105,1,0,0,7
48066,85,1,1,0,7
48067,90,1,2,0,10
48068,115,1,1,0,12
48069,70,1,3,0,9
48070,60,1,5,0,11
48071,65,1,3,0,9
48072,65,1,3,0,9
48073,65,1,2,0,7
48074,105,1,0,0,8
48075,-35,0,6,0,10
48076,-55,0,6,0,7
48077,70,1,4,0,10
48078,115,1,0,0,9
48079,95,1,1,0,10
48080,80,1,2,0,9
48081,85,1,2,0,11
48082,85,1,1,0,8
48083,100,1,1,0,10
48084,65,1,2,0,7
48085,85,1,1,0,7
48086,105,1,1,0,9
48087,125,1,0,0,10
48088,95,1,1,0,9
48089,90,1,2,0,11
48090,115,1,1,0,9
48091,70,1,3,0,10
48092,135,1,0,0,12
48093,90,1,1,0,10
48094,115,1,0,0,9
48095,80,1,0,0,4
48096,90,1,1,0,8
48097,80,1,0,0,5
48098,75,1,4,0,11
48099,125,1,0,0,10
48100,-40,0,6,0,9
48101,-40,0,6,0,9
48102,110,1,2,0,12
48103,-45,0,6,0,9
48104,90,1,1,0,7
48105,70,1,3,0,10
48106,75,1,2,0,8
48107,105,1,1,0,10
48108,75,1,2,0,6
48109,80,1,3,0,11
48110,110,1,0,0,11
48111,-55,0,6,0,7
48112,85,1,2,0,10
48113,100,1,0,0,8
48114,75,1,4,0,12
48115,110,1,0,0,11
48116,100,1,1,0,10
48117,85,1,2,0,9
48118,115,1,0,0,9
48119,95,1,2,0,11
48120,95,1,2,0,11
48121,50,1,3,0,6
48122,75,1,4,0,12
48123,80,1,1,0,7
48124,70,1,4,0,11
48125,75,1,2,0,8
48126,140,1,0,0,11
48127,-55,0,6,0,7
48128,95,1,1,0,8
48129,95,1,2,0,10
48130,55,1,4,0,8
48131,-60,0,6,0,6
48132,105,1,1,0,11
48133,55,1,4,0,8
48134,110,1,0,0,10
48135,95,1,2,0,10
48136,110,1,1,0,11
48137,110,1,1,0,11
48138,75,1,2,0,9
48139,110,1,0,0,10
48140,65,1,3,0,8
48141,65,1,2,0,6
48142,70,1,5,0,11
48143,115,1,1,0,11
48144,105,1,0,0,9
48145,90,1,0,0,6
48146,95,1,2,0,11
48147,95,1,2,0,13
48148,85,1,4,0,12
48149,105,1,1,0,9
48150,90,1,0,0,7
48151,110,1,0,0,9
48152,90,1,1,0,9
48153,85,1,2,0,10
48154,105,1,1,0,10
48155,95,1,1,0,7
48156,80,1,3,0,10
48157,100,1,3,0,13
48158,70,1,2,0,8
48159,85,1,1,0,7
48160,130,1,0,0,11
48161,90,1,3,0,11
48162,95,1,2,0,11
48163,90,1,2,0,11
48164,85,1,2,0,9
48165,120,1,0,0,12
48166,105,1,1,0,10
48167,100,1,0,0,9
48168,85,1,2,0,10
48169,95,1,0,0,7
48170,70,1,5,0,12
48171,-40,0,6,0,10
48172,95,1,0,0,8
48173,125,1,0,0,10
48174,110,1,1,0,10
48175,110,1,1,0,10
48176,100,1,1,0,11
48177,95,1,1,0,8
48178,100,1,0,0,7
48179,-55,0,6,0,7
48180,65,1,4,0,10
48181,90,1,0,0,6
48182,95,1,2,0,12
48183,80,1,3,0,10
48184,110,1,1,0,11
48185,90,1,1,0,8
48186,110,1,1,0,11
48187,85,1,2,0,10
48188,90,1,1,0,9
48189,55,1,4,0,9
48190,75,1,4,0,12
48191,85,1,2,0,8
48192,95,1,0,0,7
48193,90,1,2,0,10
48194,80,1,3,0,10
48195,80,1,3,0,10
48196,80,1,2,0,10
48197,85,1,2,0,9
48198,95,1,1,0,8
48199,75,1,4,0,11
48200,95,1,1,0,8
48201,50,1,5,0,10
48202,95,1,0,0,7
48203,65,1,4,0,11
48204,115,1,0,0,8
48205,115,1,0,0,9
48206,50,1,4,0,8
48207,75,1,2,0,8
48208,95,1,2,0,10
48209,110,1,1,0,12
48210,105,1,1,0,10
48211,115,1,0,0,8
48212,90,1,3,0,10
48213,110,1,1,0,11
48214,85,1,3,0,10
48215,-55,0,6,0,7
48216,90,1,3,0,11
48217,75,1,3,0,11
48218,75,1,0,0,3
48219,135,1,0,0,10
48220,120,1,0,0,12
48221,85,1,1,0,7
48222,95,1,0,0,6
48223,55,1,5,0,11
48224,100,1,1,0,10
48225,85,1,1,0,8
48226,75,1,3,0,9
48227,45,1,4,0,7
48228,110,1,1,0,10
48229,95,1,1,0,10
48230,-60,0,6,0,6
48231,105,1,2,0,11
48232,105,1,2,0,13
48233,60,1,5,0,10
48234,85,1,2,0,9
48235,90,1,0,0,7
48236,80,1,3,0,11
48237,125,1,0,0,10
48238,60,1,5,0,12
48239,80,1,1,0,7
48240,115,1,0,0,10
48241,80,1,3,0,9
48242,90,1,1,0,8
48243,115,1,1,0,9
48244,95,1,1,0,8
48245,95,1,1,0,7
48246,80,1,2,0,8
48247,60,1,4,0,10
48248,60,1,5,0,11
48249,105,1,0,0,7
48250,-55,0,6,0,7
48251,75,1,4,0,11
48252,85,1,2,0,10
48253,100,1,0,0,9
48254,100,1,1,0,10
48255,60,1,5,0,11
48256,90,1,1,0,8
48257,105,1,0,0,7
48258,65,1,4,0,11
48259,100,1,0,0,7
48260,75,1,3,0,9
48261,130,1,0,0,11
48262,100,1,2,0,12
48263,125,1,1,0,11
48264,125,1,1,0,12
48265,90,1,0,0,6
48266,75,1,2,0,8
48267,85,1,1,0,7
48268,-55,0,6,0,7
48269,90,1,2,0,10
48270,110,1,1,0,10
48271,-45,0,6,0,9
48272,115,1,0,0,7
48273,70,1,5,0,11
48274,55,1,5,0,10
48275,80,1,2,0,9
48276,90,1,2,0,9
48277,80,1,3,0,12
48278,100,1,1,0,8
48279,80,1,1,0,6
48280,95,1,0,0,8
48281,80,1,1,0,8
48282,95,1,0,0,8
48283,95,1,1,0,9
48284,90,1,2,0,10
48285,115,1,0,0,8
48286,95,1,1,0,9
48287,80,1,3,0,11
48288,70,1,3,0,9
48289,65,1,4,0,9
48290,60,1,4,0,10
48291,85,1,0,0,4
48292,105,1,2,0,13
48293,60,1,5,0,11
48294,85,1,2,0,9
48295,-55,0,6,0,7
48296,85,1,1,0,8
48297,70,1,2,0,5
48298,75,1,3,0,10
48299,120,1,0,0,9
48300,80,1,3,0,11
48301,80,1,0,0,5
48302,80,1,3,0,10
48303,115,1,0,0,9
48304,100,1,2,0,10
48305,70,1,4,0,10
48306,120,1,0,0,9
48307,95,1,0,0,8
48308,95,1,2,0,11
48309,115,1,0,0,9
48310,85,1,2,0,9
48311,90,1,2,0,9
48312,75,1,2,0,9
48313,85,1,4,0,13
48314,85,1,2,0,9
48315,95,1,1,0,8
48316,60,1,2,0,6
48317,-60,0,6,0,6
48318,135,1,0,0,10
48319,120,1,1,0,11
48320,60,1,4,0,10
48321,105,1,1,0,9
48322,100,1,1,0,10
48323,105,1,0,0,7
48324,105,1,0,0,9
48325,100,1,3,0,12
48326,95,1,0,0,7
48327,150,1,0,0,9
48328,90,1,1,0,8
48329,100,1,1,0,8
48330,-60,0,6,0,6
48331,80,1,2,0,8
48332,135,1,0,0,12
48333,-50,0,6,0,8
48334,85,1,1,0,7
48335,75,1,2,0,7
48336,55,1,3,0,7
48337,115,1,1,0,11
48338,100,1,1,0,11
48339,95,1,2,0,12
48340,-45,0,6,0,8
48341,55,1,5,0,10
48342,115,1,0,0,7
48343,95,1,1,0,9
48344,75,1,4,0,11
48345,65,1,3,0,8
48346,125,1,0,0,11
48347,115,1,0,0,8
48348,-60,0,6,0,6
48349,95,1,2,0,11
48350,85,1,2,0,9
48351,125,1,0,0,10
48352,85,1,2,0,10
48353,120,1,0,0,10
48354,115,1,1,0,11
